id,askingMemberId,askingMember,house,memberHasInterest,dateTabled,dateForAnswer,uin,questionText,answeringBodyId,answeringBodyName,isWithdrawn,isNamedDay,groupedQuestions,answerIsHolding,answerIsCorrection,answeringMemberId,answeringMember,correctingMemberId,correctingMember,dateAnswered,answerText,originalAnswerText,comparableAnswerText,dateAnswerCorrected,dateHoldingAnswer,attachmentCount,heading,attachments,groupedQuestionsDates,twfy_id,person_name,url,__index_level_0__
1659492,4005,,Commons,true,2023-09-11T00:00:00,2023-09-13T00:00:00,198646,"To ask the Secretary of State for Foreign, Commonwealth and Development Affairs, what assessment he has made of the compatibility of comments made by the President of the Palestinian National Authority on the Holocaust on 24 August 2023 with the UK's memo",208,"Foreign, Commonwealth and Development Office",false,false,[198647],false,false,4531.0,,,,2023-09-19T00:00:00,"As the FCDO stated publicly on 8 September, the UK condemns the recent antisemitic remarks made by President Abbas. The UK stands firmly against all attempts to distort the Holocaust. Such statements do not advance efforts towards reconciliation. Official...","","",,,0,Mahmoud Abbas,[],"[{'dateTabled': 2023-09-11T00:00:00, 'questionUin': 198647}]",24945,Bob Blackman,https://questions-statements.parliament.uk/written-questions/detail/2023-09-11/198646/,1543
1656120,1565,,Commons,true,2023-09-01T00:00:00,2023-09-05T00:00:00,195826,"To ask the Secretary of State for Culture, Media and Sport, how many and what proportion of (a) board members and (b) employees of the Gambling Commission have previous experience in the industries that they regulate.",217,"Department for Culture, Media and Sport",false,false,[],false,false,4032.0,,,,2023-09-12T00:00:00,The Commission does not collect data on previous employers of its current staff but ensures that staff are able to access specialist knowledge to make informed and evidence-based decisions. The Commission also has a Managing Conflicts of Interest Policy t...,"","",,,0,Gambling Commission: Staff,[],[],11816,Philip Davies,https://questions-statements.parliament.uk/written-questions/detail/2023-09-01/195826/,2978
1656121,1565,,Commons,true,2023-09-01T00:00:00,2023-09-05T00:00:00,195827,"To ask the Secretary of State for Science, Innovation and Technology, how many and what proportion of (a) board members and (b) employees of Ofcom have previous experience in the industry that they regulate.",216,"Department for Science, Innovation and Technology",false,false,[],false,false,39.0,,,,2023-09-12T00:00:00,"Ofcom’s board has ten members, bringing together executive and non-executive members who have the expertise relevant for providing strategic direction to Ofcom. Of its ten members, five (50%) have experience working in the industries for which Ofcom is th...","","",,,0,Ofcom: Staff,[],[],11816,Philip Davies,https://questions-statements.parliament.uk/written-questions/detail/2023-09-01/195827/,3135
1656564,4651,,Commons,true,2023-09-01T00:00:00,2023-09-05T00:00:00,196381,"To ask the Secretary of State for Justice, how many drug recovery wings have been opened in prisons since 22 July 2022.",54,Ministry of Justice,false,false,[],false,false,3969.0,,,,2023-09-11T00:00:00,"As part of the ambitious cross-Government Drug Strategy, we are rolling out a wide range of interventions to support prisoners off drugs and into recovery. This includes testing a new approach to help prisoners with an opiate dependency achieve abstinence...","","",,,0,Prisons: Drugs,[],[],25642,Dan Carden,https://questions-statements.parliament.uk/written-questions/detail/2023-09-01/196381/,3164
1656727,4864,,Commons,true,2023-09-01T00:00:00,2023-09-05T00:00:00,197146,"To ask the Secretary of State for Levelling Up, Housing and Communities, if he will make an estimate of the number of people from Ukraine that have sought homelessness support after being in the UK for more than six months since February 2023.",211,"Department for Levelling Up, Housing and Communities",false,false,[],false,false,4821.0,,,,2023-09-11T00:00:00,Some of this information is published via survey data which is voluntarily provided and regularly updated on gov.uk.,"","",,,0,Homelessness: Ukraine,[],[],25908,Olivia Blake,https://questions-statements.parliament.uk/written-questions/detail/2023-09-01/197146/,3388
1656125,1565,,Commons,true,2023-09-01T00:00:00,2023-09-05T00:00:00,195831,"To ask the Chancellor of the Exchequer, how many and what proportion of (a) board members and (b) employees of the Financial Conduct Authority have previous experience in the sectors that they regulate.",14,Treasury,false,false,[],false,false,4874.0,,,,2023-09-11T00:00:00,"Information about FCA Board members and their professional experience can be found at www.fca.org.uk/about/who-we-are/fca-board. The FCA is an independent non-governmental body, and the Treasury does not hold information on the prior experience of FCA emp...","","",,,0,Financial Conduct Authority: Staff,[],[],11816,Philip Davies,https://questions-statements.parliament.uk/written-questions/detail/2023-09-01/195831/,4161
1656740,4754,,Commons,true,2023-09-01T00:00:00,2023-09-05T00:00:00,196480,"To ask the Secretary of State for Health and Social Care, what steps he is taking to improve (a) recruitment and (b) retention in the hospice sector.",17,Department of Health and Social Care,false,false,"[196478, 196479]",false,false,4527.0,,,,2023-09-07T00:00:00,"Integrated care boards (ICBs) are responsible for commissioning palliative and end of life care services, including from the hospice sector, that meet the needs of their local populations. Most hospices are independent charitable organisations that receiv...","","",,,0,Hospices: Staff,[],"[{'dateTabled': 2023-09-01T00:00:00, 'questionUin': 196478}, {'dateTabled': 2023-09-01T00:00:00, 'questionUin': 196479}]",25793,Peter Gibson,https://questions-statements.parliament.uk/written-questions/detail/2023-09-01/196480/,4526
1656739,4754,,Commons,true,2023-09-01T00:00:00,2023-09-05T00:00:00,196479,"To ask the Secretary of State for Health and Social Care, what steps he is taking to support people employed in the hospice sector as part of the NHS Workforce Plan.",17,Department of Health and Social Care,false,false,"[196478, 196480]",false,false,4527.0,,,,2023-09-07T00:00:00,"Integrated care boards (ICBs) are responsible for commissioning palliative and end of life care services, including from the hospice sector, that meet the needs of their local populations. Most hospices are independent charitable organisations that receiv...","","",,,0,Hospices: Staff,[],"[{'dateTabled': 2023-09-01T00:00:00, 'questionUin': 196478}, {'dateTabled': 2023-09-01T00:00:00, 'questionUin': 196480}]",25793,Peter Gibson,https://questions-statements.parliament.uk/written-questions/detail/2023-09-01/196479/,4527
1656738,4754,,Commons,true,2023-09-01T00:00:00,2023-09-05T00:00:00,196478,"To ask the Secretary of State for Health and Social Care, what steps his Department is taking to support people employed in the hospice sector.",17,Department of Health and Social Care,false,false,"[196479, 196480]",false,false,4527.0,,,,2023-09-07T00:00:00,"Integrated care boards (ICBs) are responsible for commissioning palliative and end of life care services, including from the hospice sector, that meet the needs of their local populations. Most hospices are independent charitable organisations that receiv...","","",,,0,Hospices: Staff,[],"[{'dateTabled': 2023-09-01T00:00:00, 'questionUin': 196479}, {'dateTabled': 2023-09-01T00:00:00, 'questionUin': 196480}]",25793,Peter Gibson,https://questions-statements.parliament.uk/written-questions/detail/2023-09-01/196478/,4528
1656874,4651,,Commons,true,2023-09-01T00:00:00,2023-09-05T00:00:00,196562,"To ask the Secretary of State for the Home Department, what assessment she has made of the potential implications for her Department's policies of the report by Public Health Scotland entitled Evaluating the impact of minimum unit pricing for alcohol in S",1,Home Office,false,false,[197516],false,false,4503.0,,,,2023-09-07T00:00:00,The Government maintains an interest in the impact of minimum unit pricing in Scotland and will consider the findings from the outcome report in due course.,"","",,,0,Alcoholic Drinks: Scotland,[],"[{'dateTabled': 2023-09-04T00:00:00, 'questionUin': 197516}]",25642,Dan Carden,https://questions-statements.parliament.uk/written-questions/detail/2023-09-01/196562/,4716
1655883,3928,,Commons,true,2023-09-01T00:00:00,2023-09-07T00:00:00,195760,"To ask the Chancellor of the Exchequer, whether his Department has made an assessment of the implications for his policies of the role of Lex Greensill in Credit Suisse's risk management failures.",14,Treasury,false,true,[],false,false,4874.0,,,,2023-09-07T00:00:00,The regulation of individual firms is a matter for the independent financial regulators to comment on. ,"","",,,0,Lex Greensill: Credit Suisse,[],[],24728,Nick Smith,https://questions-statements.parliament.uk/written-questions/detail/2023-09-01/195760/,4767
1666835,4106,,Commons,true,2023-10-24T00:00:00,2023-10-26T00:00:00,204016,"To ask the Secretary of State for Science, Innovation and Technology, whether representatives from (a) the Government and (b) British industry will attend the European AI, Data and Robotics Forum on 8 and 9 November 2023.",216,"Department for Science, Innovation and Technology",false,false,[],false,false,4414.0,,,,2023-10-26T00:00:00,"Given the proximity of the Safety Summit to the European AI, Data and Robotics Forum on 8 and 9 of November, the Government will not be sending any Ministers or officials to the event. However, both UK Government Ministers and officials participate in Eur...","","",,,0,"AI, Data, Robotics Forum",[],[],24843,Robert Buckland,https://questions-statements.parliament.uk/written-questions/detail/2023-10-24/204016/,5216
1666830,4754,,Commons,true,2023-10-24T00:00:00,2023-10-26T00:00:00,204052,"To ask the Secretary of State for Transport, how many cruise ship passengers visited (a) UK ports and (b) surrounding areas as part of their itinerary in the last 12 months; and if he will make an assessment of the contribution of these visits to the econ",27,Department for Transport,false,false,[],false,false,4813.0,,,,2023-10-26T00:00:00,"The Department for Transport does not hold data on transit cruise passengers, so we are unable to provide data on the number of cruise ship passengers who visited UK ports and surrounding areas as part of their itinerary in the last 12 months or an assess...","","",,,0,Passenger Ships,[],[],25793,Peter Gibson,https://questions-statements.parliament.uk/written-questions/detail/2023-10-24/204052/,5322
1666374,4833,,Commons,true,2023-10-20T00:00:00,2023-10-25T00:00:00,203715,"To ask the Secretary of State for Foreign, Commonwealth and Development Affairs, what information his Department holds on the accessibility of the safe-routes announced by Israel for the evacuation of northern Gaza.",208,"Foreign, Commonwealth and Development Office",false,true,[],false,false,4033.0,,,,2023-10-26T00:00:00,"The Government is calling for safe and unimpeded humanitarian access for aid, including food, water, fuel, and medical supplies, to reach civilians in Gaza. We urge all parties in the conflict to protect civilians, provide safe spaces and comply with Inte...","","",,,0,Gaza: Civilians,[],[],25842,Antony Higginbotham,https://questions-statements.parliament.uk/written-questions/detail/2023-10-20/203715/,5412
1666834,4106,,Commons,true,2023-10-24T00:00:00,2023-10-26T00:00:00,204015,"To ask the Secretary of State for Science, Innovation and Technology, whether British companies will have access to European Innovation Council funding for solutions to (a) bias and (b) discrimination in AI systems following the UK's re-admission to Horiz",216,"Department for Science, Innovation and Technology",false,false,[],false,false,4020.0,,,,2023-10-26T00:00:00,UK applicants will be able to participate in the full Horizon Europe programme and UK entities are eligible to receive grant funding through all instruments of the European Innovation Council. The UK is not part of the European Innovation Council (EIC) Fu...,"","",,,0,Artificial Intelligence: Finance,[],[],24843,Robert Buckland,https://questions-statements.parliament.uk/written-questions/detail/2023-10-24/204015/,5525
1666840,4490,,Commons,true,2023-10-24T00:00:00,2023-10-26T00:00:00,204046,"To ask the Secretary of State for Transport, if he will make an assessment of the potential impact of the Government's net zero policies on the cost of insurance for electric vehicles.",27,Department for Transport,false,false,[],false,false,3991.0,,,,2023-10-26T00:00:00,The transition to zero emission vehicles is crucial to the decarbonisation of the transport sector. Electric vehicles offer most drivers savings in terms of lower running and maintenance costs. The Government is working closely with the insurance sector t...,"","",,,0,Electric Vehicles: Motor Insurance,[],[],25431,Andrea Jenkyns,https://questions-statements.parliament.uk/written-questions/detail/2023-10-24/204046/,5555
1664413,4754,,Commons,true,2023-10-13T00:00:00,2023-10-17T00:00:00,202266,"To ask the Secretary of State for Foreign, Commonwealth and Development Affairs, whether his Department is taking steps to establish a non-charitable interparliamentary organisation for the Commonwealth Parliamentary association.",208,"Foreign, Commonwealth and Development Office",false,false,[],false,false,4531.0,,,,2023-10-25T00:00:00,The CPA (Commonwealth Parliamentary Association) is a valued partner of the FCDO and we greatly appreciate the important work being done by the organisation and its regional branches across the Commonwealth.The Foreign Secretary remains committed to addre...,"","",,,0,Commonwealth Parliamentary Association,[],[],25793,Peter Gibson,https://questions-statements.parliament.uk/written-questions/detail/2023-10-13/202266/,5898
1664450,4754,,Commons,true,2023-10-13T00:00:00,2023-10-17T00:00:00,202303,"To ask the Secretary of State for Transport, whether the Cruise Industry and Government forums plans to publish conclusions from its discussions.",27,Department for Transport,false,false,[202302],false,false,4813.0,,,,2023-10-23T00:00:00,The Cruise Industry and Government Forum (CIGF) was formed in 2022 to build on the collaborative relationship developed during the COVID-19 pandemic. It meets bi-annually at the beginning and end of the cruise season (spring and autumn). It has met three ...,"","",,,0,Passenger Ships,[],"[{'dateTabled': 2023-10-13T00:00:00, 'questionUin': 202302}]",25793,Peter Gibson,https://questions-statements.parliament.uk/written-questions/detail/2023-10-13/202303/,6677
1664449,4754,,Commons,true,2023-10-13T00:00:00,2023-10-17T00:00:00,202302,"To ask the Secretary of State for Transport, how often the Cruise Industry and Government Forum has met since its establishment.",27,Department for Transport,false,false,[202303],false,false,4813.0,,,,2023-10-23T00:00:00,The Cruise Industry and Government Forum (CIGF) was formed in 2022 to build on the collaborative relationship developed during the COVID-19 pandemic. It meets bi-annually at the beginning and end of the cruise season (spring and autumn). It has met three ...,"","",,,0,Cruise Industry and Government Forum,[],"[{'dateTabled': 2023-10-13T00:00:00, 'questionUin': 202303}]",25793,Peter Gibson,https://questions-statements.parliament.uk/written-questions/detail/2023-10-13/202302/,6678
1665312,4754,,Commons,true,2023-10-17T00:00:00,2023-10-19T00:00:00,203128,"To ask the Secretary of State for Health and Social Care, whether his Department has made an assessment of the potential merits of assessing the nation's palliative care needs in the context of the obligation on Integrated Care Boards to commission such c",17,Department of Health and Social Care,false,false,[],false,false,4527.0,,,,2023-10-23T00:00:00,"We have not made an assessment. Integrated care boards (ICBs) are responsible for commissioning healthcare services which meet the needs of the people for whom they are responsible, including palliative and end of life care needs. NHS England formally ove...","","",,,0,Palliative Care,[],[],25793,Peter Gibson,https://questions-statements.parliament.uk/written-questions/detail/2023-10-17/203128/,6729
1662755,4754,,Commons,true,2023-10-13T00:00:00,2023-10-17T00:00:00,200609,"To ask the Secretary of State for Transport, what data his Department holds on the number of passengers (a) embarking and (b) disembarking UK passenger cruise ports in each of the last five years.",27,Department for Transport,false,false,[],false,false,4813.0,,,,2023-10-23T00:00:00,"The Department for Transport publishes monthly UK international cruise passenger movements by direction, as part of its annual sea passenger release. This information can be found at the following link in table SPAS0107, column H - Pleasure Cruises Sea pa...","","",,,0,Passenger Ships,[],[],25793,Peter Gibson,https://questions-statements.parliament.uk/written-questions/detail/2023-10-13/200609/,7197
1663073,4490,,Commons,true,2023-10-13T00:00:00,2023-10-17T00:00:00,200927,"To ask the Secretary of State for Energy Security and Net Zero, which offshore windfarms in the Contracts for Difference scheme have been granted a postponement of the sale of their offshore transmission owner assets; and how long each such postponement i",215,Department for Energy Security and Net Zero,false,false,[],false,false,1482.0,,,,2023-10-20T00:00:00,The Government has granted time-limited exemptions for offshore wind farms in the Contracts for Difference scheme to sell their transmission assets. The exemptions were decided on a case-by-case basis and were subject to public consultation. They are as f...,"","",,,0,Wind Power: Seas and Oceans,[],[],25431,Andrea Jenkyns,https://questions-statements.parliament.uk/written-questions/detail/2023-10-13/200927/,7849
1674494,4866,,Commons,true,2023-11-30T00:00:00,2023-12-04T00:00:00,4769,"To ask the Secretary of State for Energy Security and Net Zero, if she will make an assessment of the potential impact of extracting (a) oil and (b) gas from around the Falkland Islands on (i) the UK's and (ii) the Falkland Islands' energy security.",215,Department for Energy Security and Net Zero,false,false,[],false,false,1482.0,,,,2023-12-08T00:00:00,UK energy security remains dependent on having access to international oil and gas markets. It is within this context that any Falklands production would contribute to domestic security of supply. Assessing the extent to which any locally produced hydroca...,"","",,,0,Offshore Industry: Falkland Islands,[],[],25864,Alexander Stafford,https://questions-statements.parliament.uk/written-questions/detail/2023-11-30/4769/,8755
1674349,1565,,Commons,true,2023-11-30T00:00:00,2023-12-04T00:00:00,4645,"To ask the Secretary of State for Culture, Media and Sport, what systems the Gambling Commission has in place to (a) monitor, (b) close down and (c) take other action against illegal gambling sites.",217,"Department for Culture, Media and Sport",false,false,[],false,false,4032.0,,,,2023-12-04T00:00:00,"As set out in the response to WPQ 2835, the best available estimates suggest the black market accounts for less than 2.5% of bets in this country. The Gambling Commission takes a risk-based approach to the illegal provision of gambling facilities. The 202...","","",,,0,Gambling: Regulation,[],[],11816,Philip Davies,https://questions-statements.parliament.uk/written-questions/detail/2023-11-30/4645/,9607
1672171,4133,,Commons,true,2023-11-22T00:00:00,2023-11-27T00:00:00,3231,"To ask the Secretary of State for Transport, how many properties were purchased by HS2 Ltd using compulsory purchase orders in (a) North West Leicestershire constituency and (b) the UK.",27,Department for Transport,false,false,[],false,false,4442.0,,,,2023-11-29T00:00:00,There have been no land or property purchased using compulsory purchase powers in the North West Leicestershire Constituency. The Secretary of State does not have compulsory powers for Phase 2b of the scheme. It is not practicable to provide a figure for ...,"","",,,0,High Speed 2 Line: Compulsory Purchase,[],[],24741,Andrew Bridgen,https://questions-statements.parliament.uk/written-questions/detail/2023-11-22/3231/,10264
1671972,1565,,Commons,true,2023-11-21T00:00:00,2023-11-23T00:00:00,2836,"To ask the Chancellor of the Exchequer, what estimate he has made of the potential revenue lost from illegal gambling.",14,Treasury,false,false,[],false,false,4407.0,,,,2023-11-28T00:00:00,"HM Revenue and Customs (HMRC) estimates the size of the tax gap, which is the difference between the amount of tax that should, in theory, be paid to HMRC, and what is actually paid. The tax gap statistics are published annually and are available at: Meas...","","",,,0,Gambling,[],[],11816,Philip Davies,https://questions-statements.parliament.uk/written-questions/detail/2023-11-21/2836/,10439
1671993,185,,Commons,true,2023-11-21T00:00:00,2023-11-28T00:00:00,2754,"To ask the Secretary of State for Defence, what the cost was of the Long Overhaul Period and Refuel (LOP(R)) for HMS Vanguard.",11,Ministry of Defence,false,true,[],false,false,4519.0,,,,2023-11-28T00:00:00,I am withholding the estimated cost of HMS Vanguard's Deep Maintenance Project (Refuel) as its disclosure would prejudice commercial interests.,"","",,,0,HMS Vanguard: Repairs and Maintenance,[],[],10133,Jeremy Corbyn,https://questions-statements.parliament.uk/written-questions/detail/2023-11-21/2754/,10450
1671991,185,,Commons,true,2023-11-21T00:00:00,2023-11-28T00:00:00,2752,"To ask the Secretary of State for Defence, what recent estimate he has made of the (a) cost and (b) projected in-service date for each of the new build projects in the Devonport Royal Dockyard site development plan.",11,Ministry of Defence,false,true,[2753],false,false,4519.0,,,,2023-11-28T00:00:00,The Devonport Submarine Infrastructure Programme will involve the investment of approximately £2.5 billion to provide new and refurbished facilities at HM Naval Base Devonport. The Department expects to gain beneficial use of the facilities currently unde...,"","",,,0,Devonport Dockyard: Repairs and Maintenance,[],"[{'dateTabled': 2023-11-21T00:00:00, 'questionUin': 2753}]",10133,Jeremy Corbyn,https://questions-statements.parliament.uk/written-questions/detail/2023-11-21/2752/,10452
1672165,4133,,Commons,true,2023-11-22T00:00:00,2023-11-28T00:00:00,3230,"To ask the Secretary of State for Transport, for what reason the Land Registry does (a) not include a record of the sale in 2011 and (b) include a record of the sale in 2015 of the Old Rectory in Appleby Magna.",27,Department for Transport,false,true,[],false,false,4442.0,,,,2023-11-28T00:00:00,The Land Registry only records the most recent transaction unless there are previous transactions which created binding benefits and burdens. Individuals can apply to Land Registry for historic copies of the register showing previous ownership and transac...,"","",,,0,Listed Buildings: Appleby Magna,[],[],24741,Andrew Bridgen,https://questions-statements.parliament.uk/written-questions/detail/2023-11-22/3230/,10566
1671435,4465,,Commons,true,2023-11-20T00:00:00,2023-11-22T00:00:00,2615,"To ask the Secretary of State for Health and Social Care, with reference to her contribution to the debate on Drugs Policy on 23 October 2018, Official Report, column 87WH, whether she plans to continue to recuse herself from issues relating to cannabis a",17,Department of Health and Social Care,false,false,[],false,false,4044.0,,,,2023-11-28T00:00:00,"In line with normal procedures, my Rt. Hon. Friend, the Secretary of State for Health and Social Care, has declared these interests both to her previous departments and the Department for Health and Social Care, and recused herself in the usual way.","","",,,0,Cannabis and Synthetic Cannabinoids: Decriminalisation,[],[],25288,Ronnie Cowan,https://questions-statements.parliament.uk/written-questions/detail/2023-11-20/2615/,10577
1671472,4490,,Commons,true,2023-11-20T00:00:00,2023-11-22T00:00:00,2678,"To ask the Secretary of State for Energy Security and Net Zero, with reference to his Department's publication entitled Electricity Generation Costs 2023, updated in November 2023, what the evidential basis is for the estimate that the cost for offshore w",215,Department for Energy Security and Net Zero,false,false,[],false,false,1482.0,,,,2023-11-28T00:00:00,The Department’s Generation Costs Report 2023 is regularly updated based on externally reviewed evidence. These external reports are also published in the Energy Generation Cost Projections collection on GOV.UK. The 44 £/MWh is based on cost and technical...,"","",,,0,Wind Power: Seas and Oceans,[],[],25431,Andrea Jenkyns,https://questions-statements.parliament.uk/written-questions/detail/2023-11-20/2678/,10591
1671475,4490,,Commons,true,2023-11-20T00:00:00,2023-11-22T00:00:00,2680,"To ask the Secretary of State for Energy Security and Net Zero, with reference to his Department's publication Electricity Generation Costs 2023, updated in November 2023, what the evidential basis is for the assumption that windfarms commissioned in 2025",215,Department for Energy Security and Net Zero,false,false,[],false,false,1482.0,,,,2023-11-28T00:00:00,The Department’s Generation Costs Report 2023 is regularly updated based on externally reviewed evidence; these external reports are also published containing detailed description of underlying assumptions. The 61% net load factor assumed for offshore win...,"","",,,0,Wind Power: Costs,[],[],25431,Andrea Jenkyns,https://questions-statements.parliament.uk/written-questions/detail/2023-11-20/2680/,10592
